Date,Day,Temp_avg,Dew_avg,Hum_avg,Wind_avg,Press_avg,Value (kWh),notes
2016-06-01,1,74.8,71.4,89.4,9.5,29.8,29.691,weekday
2016-06-02,2,71.2,70.3,96.8,7.8,29.8,28.789,weekend
2016-06-03,3,72.1,70.0,93.6,4.7,29.8,19.247,weekend
2016-06-04,4,71.2,70.0,96.1,7.0,29.7,22.883,weekday
2016-06-05,5,73.8,70.0,88.7,7.7,29.7,25.195000000000004,weekday
2016-06-06,6,76.6,70.8,84.0,4.7,29.7,29.323,weekday
2016-06-07,7,79.6,70.2,75.2,5.0,29.8,30.321999999999996,weekday
2016-06-08,8,79.3,69.0,73.3,4.8,29.8,40.051,weekend
2016-06-09,9,79.2,69.9,75.3,6.7,29.8,38.667,weekday
2016-06-10,10,80.6,73.3,80.0,5.7,29.8,42.467,weekday
2016-06-11,11,82.0,75.0,79.8,5.4,29.9,54.00099999999999,weekend
2016-06-12,12,78.7,74.7,88.0,6.7,29.9,38.413999999999994,weekday
2016-06-13,13,82.5,75.1,80.0,5.0,29.8,36.864999999999995,weekday
2016-06-14,14,85.7,74.6,70.8,6.3,29.8,46.684,weekday
2016-06-15,15,85.2,74.4,72.3,6.1,29.8,41.779999999999994,weekday
2016-06-16,16,86.5,74.6,69.8,6.5,29.9,43.29200000000001,weekday
2016-06-17,17,85.8,75.1,71.9,5.1,29.8,41.361000000000004,weekday
2016-06-18,18,84.8,73.7,71.0,6.6,29.9,46.41,weekend
2016-06-19,19,82.3,71.5,71.1,5.8,30.0,47.559,weekend
2016-06-20,20,82.9,73.6,75.0,5.0,30.0,38.9,weekday
2016-06-21,21,82.7,73.9,76.1,4.1,30.0,34.485,weekday
2016-06-22,22,83.2,73.3,73.5,7.2,29.9,42.401,weekday
2016-06-23,23,83.8,71.0,66.9,6.0,29.9,40.403999999999996,weekday
2016-06-24,24,82.0,73.4,76.2,6.0,29.9,36.68000000000001,weekday
2016-06-25,25,83.1,74.7,76.7,4.9,29.9,42.348,weekend
2016-06-26,26,84.8,73.8,71.3,3.5,29.9,42.57600000000001,weekend
2016-06-27,27,84.8,74.1,71.8,2.0,29.9,42.929,weekday
2016-06-28,28,82.2,73.8,77.2,5.2,29.9,36.660000000000004,weekday
2016-06-29,29,81.6,73.6,78.3,5.2,29.8,35.047,weekday
2016-06-30,30,83.8,72.7,71.3,6.0,29.8,37.931999999999995,weekday
2016-07-01,1,84.9,74.0,71.6,5.7,29.9,43.17700000000001,weekday
2016-07-02,2,86.2,73.1,67.2,5.5,29.9,59.41,weekend
2016-07-03,3,87.1,74.1,66.5,9.5,29.9,63.001000000000005,weekday
2016-07-04,4,87.7,74.8,66.7,9.5,29.9,58.907999999999994,weekday
2016-07-05,5,87.1,75.3,69.3,9.3,29.9,45.24,weekend
2016-07-06,6,87.0,74.4,67.6,9.9,29.9,43.361,weekday
2016-07-07,7,87.3,75.2,68.9,9.6,29.9,41.83200000000001,weekday
2016-07-08,8,87.0,74.0,67.2,7.9,29.9,43.315999999999995,weekend
2016-07-09,9,86.6,74.6,69.3,7.1,29.9,48.884,weekday
2016-07-10,10,86.0,74.0,69.7,7.4,29.9,44.535,weekday
2016-07-11,11,87.3,72.6,63.8,11.1,29.8,43.727000000000004,weekday
2016-07-12,12,87.4,74.0,66.1,9.6,29.9,43.278000000000006,weekday
2016-07-13,13,88.3,74.6,65.7,8.9,29.9,47.16,weekday
2016-07-14,14,86.7,73.8,68.2,7.4,29.9,48.224,weekday
2016-07-15,15,87.2,73.1,65.8,6.9,29.9,16.695999999999998,vacation
2016-07-16,16,86.0,72.3,66.3,5.6,29.9,16.299,vacation
2016-07-17,17,84.7,73.0,69.3,6.0,29.9,14.245999999999997,vacation
2016-07-18,18,84.1,75.0,75.0,3.5,30.0,13.84,vacation
2016-07-19,19,82.7,75.4,79.3,5.3,30.0,12.329,vacation
2016-07-20,20,85.6,74.0,70.8,3.9,30.0,15.785999999999998,vacation
2016-07-21,21,86.8,71.9,64.8,3.9,30.0,19.101000000000003,vacation
2016-07-22,22,87.5,72.6,64.0,3.4,29.9,64.973,weekday
2016-07-23,23,87.5,73.8,65.4,5.5,29.8,62.58899999999999,weekend
2016-07-24,24,88.3,73.9,64.4,5.5,29.8,56.824999999999996,weekend
2016-07-25,25,85.7,74.0,69.2,6.7,29.8,39.835,weekday
2016-07-26,26,81.1,74.6,81.4,5.1,29.8,33.56400000000001,weekday
2016-07-27,27,79.7,74.6,84.6,4.4,29.9,40.543000000000006,weekday
2016-07-28,28,81.0,75.2,83.5,4.7,29.9,35.123000000000005,weekday
2016-07-29,29,84.5,74.0,72.7,4.4,29.9,50.193,weekday
2016-07-30,30,85.8,73.8,69.7,4.2,29.9,59.391,weekend
2016-07-31,31,85.9,75.0,71.2,5.6,29.9,52.989000000000004,weekend
2016-08-01,1,86.5,73.3,67.3,6.0,29.9,50.057,weekday
2016-08-02,2,87.3,73.9,66.3,4.6,29.9,47.57,weekday
2016-08-03,3,87.4,73.8,66.4,4.5,29.9,49.565999999999995,weekday
2016-08-04,4,87.1,74.4,68.0,4.8,29.8,49.523,weekday
2016-08-05,5,87.1,74.2,66.9,4.1,29.8,48.770999999999994,weekend
2016-08-06,6,87.6,72.8,64.1,5.8,29.8,55.993,weekday
2016-08-07,7,88.5,73.0,63.2,5.2,29.8,61.38000000000001,weekday
2016-08-08,8,88.0,73.1,64.1,5.0,29.8,48.94499999999999,weekday
2016-08-09,9,89.0,74.4,64.4,6.3,29.8,54.937999999999995,weekday
2016-08-10,10,89.4,74.7,64.2,5.7,29.8,57.279999999999994,weekend
2016-08-11,11,89.8,75.7,65.8,8.0,29.8,56.953,weekday
2016-08-12,12,87.8,74.8,67.6,8.4,29.7,57.734,weekday
2016-08-13,13,82.8,75.4,79.9,8.0,29.7,51.980999999999995,weekend
2016-08-14,14,77.3,73.1,87.2,4.7,29.8,36.371,weekend
2016-08-15,15,78.6,74.8,88.4,6.1,29.9,34.397,weekday
2016-08-16,16,76.8,74.4,92.4,6.6,29.9,29.62,weekday
2016-08-17,17,77.3,73.8,89.2,8.3,30.0,29.669999999999998,weekday
2016-08-18,18,78.1,74.9,90.2,5.1,29.9,27.956999999999997,weekday
2016-08-19,19,81.8,74.8,80.5,6.0,29.8,33.474000000000004,weekday
2016-08-20,20,81.9,74.8,79.7,5.7,29.8,38.245000000000005,weekend
2016-08-21,21,80.7,74.5,81.9,5.9,29.9,40.958000000000006,weekend
2016-08-22,22,78.3,74.7,89.5,6.3,30.0,34.785000000000004,weekday
2016-08-23,23,83.1,76.0,80.5,7.6,30.0,42.85200000000001,weekday
2016-08-24,24,83.0,75.4,79.1,6.2,30.0,50.70099999999999,weekday
2016-08-25,25,79.6,74.6,85.2,5.1,29.9,44.537000000000006,weekday
2016-08-26,26,78.4,73.0,84.4,6.8,29.9,30.320000000000004,weekday
2016-08-27,27,78.3,72.9,84.3,7.9,29.8,34.38100000000001,weekend
2016-08-28,28,78.1,73.1,85.1,8.3,29.8,36.876000000000005,weekend
2016-08-29,29,77.6,73.1,86.0,8.5,29.8,32.349000000000004,weekday
2016-08-30,30,82.3,72.4,73.5,7.0,29.8,33.066,weekday
2016-08-31,31,84.5,73.6,71.0,5.9,29.8,39.47700000000001,weekday
2016-09-01,1,86.2,73.3,67.1,6.3,29.8,47.363,weekend
2016-09-02,2,84.9,73.6,70.0,7.4,29.8,24.097,weekday
2016-09-03,3,82.3,70.6,68.8,8.0,29.8,5.886,weekday
2016-09-04,4,81.5,74.2,79.3,5.6,29.9,5.984999999999999,weekend
2016-09-05,5,81.6,75.6,82.7,5.8,29.9,43.516,weekday
2016-09-06,6,83.2,73.8,75.0,7.0,30.0,39.03999999999999,weekday
2016-09-07,7,83.3,73.8,74.6,4.3,30.0,37.73500000000001,weekend
2016-09-08,8,84.3,75.1,74.9,6.5,29.9,40.456999999999994,weekday
2016-09-09,9,81.0,74.7,81.9,3.7,29.8,35.772999999999996,weekday
2016-09-10,10,78.4,73.3,84.6,4.9,29.9,34.959999999999994,weekend
2016-09-11,11,80.2,71.0,75.4,4.4,29.9,45.391,weekday
2016-09-12,12,80.3,73.2,80.5,5.5,29.8,37.162,weekday
2016-09-13,13,79.9,73.8,82.8,8.2,29.9,33.725,weekday
2016-09-14,14,82.9,72.5,72.7,7.8,29.9,40.038999999999994,weekday
2016-09-15,15,82.7,73.1,74.8,7.0,29.9,78.22529999999999,weekday
2016-09-16,16,81.9,75.5,81.8,7.0,29.8,42.756,weekday
2016-09-17,17,84.1,75.2,76.5,3.1,29.8,55.155,weekend
2016-09-18,18,85.0,75.4,75.0,4.1,29.8,57.135999999999996,weekend
2016-09-19,19,85.7,75.0,72.2,4.4,29.9,46.735,weekday
2016-09-20,20,84.5,74.7,74.5,5.2,29.9,47.522999999999996,weekday
2016-09-21,21,82.0,70.8,71.5,4.6,29.9,37.714,weekday
2016-09-22,22,82.2,72.4,74.1,6.7,29.9,39.035999999999994,weekday
2016-09-23,23,82.0,74.5,78.9,7.5,29.9,34.309999999999995,weekday
2016-09-24,24,79.7,74.9,85.9,6.8,29.9,41.334,weekend
2016-09-25,25,76.9,73.4,89.3,7.0,29.9,32.79299999999999,weekend
2016-09-26,26,76.8,72.0,86.0,7.2,29.9,31.781999999999996,weekday
2016-09-27,27,76.8,68.6,76.8,7.5,29.9,28.170000000000005,weekday
2016-09-28,28,76.6,63.1,65.6,2.8,29.9,32.141999999999996,weekday
2016-09-29,29,73.0,59.7,65.8,6.7,30.0,27.216,weekday
2016-09-30,30,68.8,54.4,63.2,3.9,30.0,29.563000000000002,weekday
2016-10-01,1,71.1,59.4,68.7,3.3,29.9,42.203,weekend
2016-10-02,2,74.0,60.6,66.0,4.4,29.9,23.944,weekday
2016-10-03,3,73.6,62.5,71.1,5.8,29.8,30.736000000000004,weekday
2016-10-04,4,77.0,68.9,77.6,8.0,29.7,31.634999999999998,weekend
2016-10-05,5,80.3,73.5,81.3,7.4,29.8,35.233000000000004,weekday
2016-10-06,6,80.2,73.2,80.7,8.1,29.8,33.993,weekday
2016-10-07,7,79.5,68.4,72.1,7.3,29.9,37.532,weekend
2016-10-08,8,76.2,62.8,65.4,9.3,30.0,27.435999999999996,weekday
2016-10-09,9,70.3,48.9,49.3,7.9,30.1,23.768,weekend
2016-10-10,10,69.2,52.6,58.9,3.5,30.0,20.678,weekday
2016-10-11,11,73.3,67.9,83.6,7.6,30.0,27.457,weekday
2016-10-12,12,77.8,70.6,79.9,8.0,29.9,34.022,weekend
2016-10-13,13,78.2,69.4,77.2,4.3,30.0,36.885000000000005,weekday
2016-10-14,14,76.2,68.6,78.5,5.6,30.0,34.797,weekday
2016-10-15,15,78.0,69.7,77.6,7.0,29.9,34.404,weekend
2016-10-16,16,78.5,71.3,80.5,5.8,29.9,35.25999999999999,weekend
2016-10-17,17,80.2,70.8,75.4,6.7,29.8,37.709,weekday
2016-10-18,18,80.9,71.0,74.7,6.5,29.8,40.328,weekday
2016-10-19,19,79.2,72.3,81.0,6.5,29.8,34.486000000000004,weekday
2016-10-20,20,75.4,67.6,78.4,7.7,29.9,32.367,weekday
2016-10-21,21,65.5,47.7,54.4,9.5,30.1,16.286,weekday
2016-10-22,22,61.8,46.3,61.7,4.6,30.1,14.585,weekend
2016-10-23,23,66.2,55.2,69.4,6.0,30.1,17.701,weekend
2016-10-24,24,70.8,61.3,75.1,5.0,30.1,23.153,weekday
2016-10-25,25,70.1,62.9,80.3,5.2,30.1,21.901,weekday
2016-10-26,26,71.4,60.6,72.7,4.1,30.0,28.46,weekday
2016-10-27,27,70.3,60.3,74.4,4.0,30.1,27.973999999999997,weekday
2016-10-28,28,72.5,61.5,72.6,4.6,30.1,8.609,weekday
2016-10-29,29,72.8,64.8,78.6,6.3,30.0,14.339999999999998,weekend
2016-10-30,30,69.9,64.0,84.8,4.5,30.0,28.881000000000004,weekend
2016-10-31,31,69.4,63.8,84.6,6.0,29.9,21.446999999999996,weekday
2016-11-01,1,74.6,69.4,84.5,7.4,29.9,21.535,weekday
2016-11-02,2,75.2,69.9,84.7,7.4,30.0,27.476,weekday
2016-11-03,3,75.4,69.6,83.5,5.5,30.1,32.599,weekday
2016-11-04,4,75.6,68.1,79.3,4.7,30.1,31.685000000000006,weekday
2016-11-05,5,72.6,57.7,61.2,6.4,30.1,30.718,weekday
2016-11-06,6,70.7,62.8,76.5,8.4,30.0,19.498,weekend
2016-11-07,7,69.1,64.8,86.5,9.0,30.0,22.742999999999995,weekday
2016-11-08,8,66.9,63.0,87.4,7.4,30.0,17.995,weekday
2016-11-09,9,68.3,61.1,78.5,9.5,30.1,14.896,weekend
2016-11-10,10,63.8,49.7,62.6,5.9,30.1,13.386,weekday
2016-11-11,11,64.3,50.5,63.3,4.4,30.1,14.389000000000001,weekday
2016-11-12,12,67.8,55.8,67.8,5.8,30.1,14.982000000000003,weekend
2016-11-13,13,60.6,47.8,63.7,5.8,30.1,11.448000000000002,weekend
2016-11-14,14,63.8,54.8,74.5,3.4,30.0,17.423,weekday
2016-11-15,15,68.0,54.8,68.0,4.7,29.9,17.151999999999997,weekday
2016-11-16,16,67.0,54.3,68.3,4.6,29.9,16.904,weekday
2016-11-17,17,70.4,62.2,78.2,7.5,29.8,26.799300000000002,weekday
2016-11-18,18,69.1,58.8,71.0,10.4,30.0,14.085999999999999,weekday
2016-11-19,19,53.8,31.6,45.0,11.8,30.3,9.718,weekend
2016-11-20,20,51.2,33.7,55.7,4.8,30.2,11.783,weekend
2016-11-21,21,59.3,50.9,76.7,6.5,30.0,12.107000000000003,weekday
2016-11-22,22,70.3,61.9,76.3,9.4,29.9,15.367999999999999,weekday
2016-11-23,23,66.1,56.5,73.0,8.3,30.0,15.896999999999998,weekday
2016-11-24,24,60.3,51.5,75.3,3.7,30.1,16.327999999999996,weekday
2016-11-25,25,64.1,57.0,79.0,4.3,30.2,13.341000000000001,weekday
2016-11-26,26,61.5,53.2,76.1,5.5,30.2,12.178,weekend
2016-11-27,27,62.8,55.3,77.4,11.5,29.9,16.403000000000002,weekend
2016-11-28,28,72.3,64.1,77.2,9.0,29.5,20.337000000000003,weekday
2016-11-29,29,70.6,64.8,82.9,4.9,29.5,24.531,weekday
2016-11-30,30,60.0,36.8,44.5,8.9,29.9,14.330999999999998,weekday
2016-12-01,1,53.0,35.0,55.1,5.6,30.0,12.981000000000002,weekday
2016-12-02,2,55.6,45.8,71.2,11.4,30.0,11.610999999999999,weekday
2016-12-03,3,52.6,50.2,91.6,12.3,29.8,13.281,weekend
2016-12-04,4,51.9,50.0,93.2,10.3,28.8,20.073,weekday
2016-12-05,5,51.7,49.9,93.7,7.7,29.7,14.580000000000002,weekday
2016-12-06,6,55.7,50.1,83.1,5.3,29.8,10.246999999999998,weekend
2016-12-07,7,52.6,49.7,89.8,6.1,30.0,10.406999999999998,weekday
2016-12-08,8,47.6,40.2,76.4,18.6,30.3,9.927,weekday
2016-12-09,9,43.4,25.7,50.9,9.6,30.4,12.065999999999999,weekday
2016-12-10,10,47.0,32.5,58.3,8.2,30.3,11.821,weekday
2016-12-11,11,67.3,61.2,80.8,8.4,29.9,10.973999999999998,weekend
2016-12-12,12,67.4,64.3,90.0,2.2,29.9,8.007,weekday
2016-12-13,13,67.9,63.7,86.5,5.2,29.9,11.023999999999997,weekday
2016-12-14,14,60.3,54.7,82.0,6.9,30.0,9.839,weekday
2016-12-15,15,50.6,37.7,62.2,9.8,30.2,10.418000000000003,weekday
2016-12-16,16,62.2,57.5,84.6,7.6,29.8,11.512999999999998,weekday
2016-12-17,17,73.9,67.4,80.6,11.5,29.7,12.053999999999998,weekend
2016-12-18,18,38.1,22.0,52.9,20.0,30.2,14.807000000000002,weekend
2016-12-19,19,39.0,16.5,42.4,11.0,30.5,14.291,weekday
2016-12-20,20,44.9,24.2,46.8,3.8,30.3,12.721,weekday
2016-12-21,21,61.7,45.9,57.0,5.8,30.1,10.511999999999999,weekday
2016-12-22,22,66.2,57.7,75.5,4.7,30.1,12.013,weekday
2016-12-23,23,68.6,65.3,89.7,8.4,30.0,8.367999999999999,weekday
2016-12-24,24,71.4,67.1,86.7,10.2,30.0,5.925,weekend
2016-12-25,25,73.4,68.2,84.3,14.7,29.9,5.948,weekend
2016-12-26,26,75.2,69.3,82.6,10.2,30.0,5.973,weekday
2016-12-27,27,72.9,68.3,86.3,2.9,30.1,6.148999999999999,weekday
2016-12-28,28,73.7,67.7,82.2,5.4,30.0,5.95,weekday
2016-12-29,29,64.3,44.8,53.6,13.4,30.2,5.909000000000001,weekday
2016-12-30,30,51.5,28.3,41.9,6.8,30.2,13.559000000000001,weekday
2016-12-31,31,62.1,59.2,90.2,2.4,29.8,15.303999999999998,weekend
2017-01-01,1,67.5,63.8,88.1,2.7,29.7,12.199999999999996,weekend
2017-01-02,2,66.9,62.2,86.1,8.3,29.7,11.026,weekday
2017-01-03,3,61.9,46.3,61.1,8.6,29.9,10.224999999999998,weekday
2017-01-04,4,46.5,38.7,74.7,8.1,30.0,10.312,weekend
2017-01-05,5,50.4,45.8,84.1,7.0,29.8,10.280000000000001,weekday
2017-01-06,6,35.1,28.7,77.8,15.8,30.1,13.764,weekday
2017-01-07,7,29.9,15.2,57.1,10.6,30.5,18.608,weekend
2017-01-08,8,37.3,23.7,60.8,5.8,30.5,15.665999999999999,weekday
2017-01-09,9,57.3,49.8,76.3,11.0,30.2,9.881000000000002,weekday
2017-01-10,10,69.8,61.1,74.3,10.4,30.0,8.896999999999997,weekend
2017-01-11,11,71.8,63.4,75.9,12.6,29.9,8.860000000000001,weekday
2017-01-12,12,71.5,64.7,80.7,11.1,30.0,9.055,weekday
2017-01-13,13,70.4,66.2,87.2,11.2,30.2,14.313,weekday
2017-01-14,14,67.7,64.3,89.6,8.6,30.2,18.906,weekend
2017-01-15,15,67.8,63.8,87.3,13.5,30.0,13.785,weekend
2017-01-16,16,71.7,65.2,81.1,11.3,29.9,11.504999999999999,weekday
2017-01-17,17,62.9,60.9,93.3,9.0,29.9,9.517999999999999,weekday
2017-01-18,18,63.5,61.3,92.8,6.1,29.9,9.318000000000001,weekday
2017-01-19,19,59.4,56.9,91.4,4.6,29.7,9.175999999999998,weekday
2017-01-20,20,65.1,61.2,88.0,6.5,29.6,9.207999999999998,weekday
2017-01-21,21,66.5,61.0,84.2,5.6,29.5,10.378,weekend
2017-01-22,22,61.8,42.9,51.4,14.9,29.5,9.666999999999998,weekend
2017-01-23,23,58.8,37.3,47.6,7.0,29.8,9.514000000000001,weekday
2017-01-24,24,67.3,57.6,72.2,11.1,29.7,8.512,weekday
2017-01-25,25,67.3,49.0,58.1,10.7,29.7,10.004000000000001,weekday
2017-01-26,26,50.0,30.0,47.8,8.4,30.1,9.024,weekday
2017-01-27,27,48.1,25.8,44.4,6.0,30.2,10.821000000000002,weekday
2017-01-28,28,52.0,27.6,40.1,9.1,30.2,12.155000000000001,weekend
2017-01-29,29,53.6,31.0,45.4,8.2,30.1,11.347999999999997,weekend
2017-01-30,30,60.3,34.3,43.6,6.1,30.1,10.379999999999999,weekday
2017-01-31,31,63.4,48.5,62.5,6.2,30.0,8.459999999999999,weekday
2017-02-01,1,68.8,60.2,76.1,7.9,29.9,8.683999999999997,weekday
2017-02-02,2,66.3,56.9,73.2,8.1,30.0,9.728000000000002,weekday
2017-02-03,3,54.4,43.2,67.0,12.2,30.2,8.719,weekday
2017-02-04,4,54.4,43.8,68.1,9.9,30.1,9.815999999999999,weekend
2017-02-05,5,70.3,64.9,83.8,9.8,30.0,13.482,weekday
2017-02-06,6,72.5,65.5,79.0,10.8,29.9,10.082,weekday
2017-02-07,7,75.2,61.4,65.2,8.2,29.7,11.572,weekend
2017-02-08,8,74.2,58.6,62.6,10.7,29.7,15.684999999999999,weekday
2017-02-09,9,58.9,37.5,46.7,8.6,30.1,9.125000000000002,weekend
2017-02-10,10,64.3,57.0,77.5,9.7,30.1,9.185,weekday
2017-02-11,11,74.9,67.0,77.4,9.9,29.9,14.057000000000002,weekday
2017-02-12,12,75.0,65.4,73.6,5.9,30.0,21.633999999999997,weekend
2017-02-13,13,69.0,62.4,80.7,10.2,30.0,14.426999999999996,weekday
2017-02-14,14,61.4,56.2,83.5,14.1,29.7,9.776,weekday
2017-02-15,15,53.6,37.2,55.4,11.6,30.0,8.585,weekday
2017-02-16,16,54.7,36.0,54.4,2.7,30.0,10.748999999999999,weekday
2017-02-17,17,58.3,54.4,87.2,8.7,29.8,10.859999999999998,weekday
2017-02-18,18,68.4,61.6,81.5,7.0,29.7,15.083000000000002,weekend
2017-02-19,19,71.6,67.6,87.4,14.0,29.8,17.052,weekend
2017-02-20,20,63.0,61.0,92.8,8.3,29.9,14.156,weekday
2017-02-21,21,62.4,54.2,77.8,5.9,29.8,10.461,weekday
2017-02-22,22,66.8,49.0,56.0,4.4,29.7,8.722999999999999,weekday
2017-02-23,23,67.2,56.0,71.0,9.0,29.6,9.547,weekday
2017-02-24,24,69.5,55.4,67.0,9.6,29.6,11.425999999999998,weekday
2017-02-25,25,56.8,33.4,43.8,8.6,30.0,9.965000000000002,weekend
2017-02-26,26,62.6,53.4,72.7,12.2,29.9,11.033000000000003,weekend
2017-02-27,27,73.2,67.3,82.3,8.6,29.9,9.300999999999998,weekday
2017-02-28,28,76.5,68.0,75.7,12.1,29.8,14.887,weekday
2017-03-01,1,73.6,54.4,55.5,11.2,29.9,15.812,weekday
2017-03-02,2,57.6,26.2,31.5,9.8,30.2,8.704999999999998,weekday
2017-03-03,3,58.4,33.1,42.0,9.5,30.4,9.764,weekday
2017-03-04,4,58.7,50.7,75.1,9.0,30.3,10.637999999999996,weekday
2017-03-05,5,64.6,62.2,91.7,12.5,30.0,10.274999999999999,weekday
2017-03-06,6,72.8,67.5,83.6,13.6,29.9,10.851999999999999,weekend
2017-03-07,7,71.6,63.3,75.7,9.0,30.0,10.887999999999998,weekday
2017-03-08,8,65.2,52.5,65.9,9.4,30.1,8.432999999999998,weekday
2017-03-09,9,72.0,66.3,82.8,9.3,30.0,11.354,weekend
2017-03-10,10,71.8,66.5,83.9,5.7,30.0,14.912,weekday
2017-03-11,11,67.5,65.0,91.7,7.7,30.0,11.628000000000002,weekday
2017-03-12,12,55.8,49.5,80.0,12.6,30.0,8.496400000000001,weekend
2017-03-13,13,57.3,48.8,74.3,7.1,30.0,8.897,weekday
2017-03-14,14,55.3,38.4,55.8,5.4,30.1,9.158000000000001,weekday
2017-03-15,15,56.3,48.0,74.9,8.2,30.2,8.439000000000002,weekday
2017-03-16,16,65.0,58.3,79.1,11.7,30.1,8.366999999999999,weekday
2017-03-17,17,71.3,61.5,72.3,11.8,30.1,8.744,weekday
2017-03-18,18,69.9,63.0,80.8,4.5,30.1,18.514000000000003,weekend
2017-03-19,19,72.8,63.8,75.3,6.3,30.1,14.914,weekend
2017-03-20,20,73.5,61.8,70.6,7.3,30.0,21.3,weekday
2017-03-21,21,73.7,58.8,64.1,7.1,30.0,12.741,weekday
2017-03-22,22,71.7,61.6,74.5,5.9,30.0,16.846,weekday
2017-03-23,23,72.2,60.0,70.4,11.1,30.0,14.541000000000002,weekday
2017-03-24,24,72.6,64.0,74.8,15.7,29.9,12.472000000000001,weekday
2017-03-25,25,71.4,57.7,64.6,6.2,29.9,13.440000000000001,weekend
2017-03-26,26,72.2,64.1,77.3,9.3,29.8,16.682,weekend
2017-03-27,27,75.7,67.2,76.3,8.1,29.8,19.488999999999997,weekday
2017-03-28,28,74.2,68.0,82.0,12.2,29.7,20.646000000000004,weekday
2017-03-29,29,72.3,67.6,85.3,8.0,29.7,20.027,weekday
2017-03-30,30,66.5,52.9,65.1,6.2,29.7,13.422999999999998,weekday
2017-03-31,31,70.2,54.0,61.0,8.8,29.7,12.37,weekday
2017-04-01,1,70.6,62.7,77.0,12.9,29.8,11.38,weekday
2017-04-02,2,74.3,68.2,81.5,12.9,29.6,18.509999999999994,weekend
2017-04-03,3,71.9,52.9,55.1,7.3,29.6,17.506000000000004,weekend
2017-04-04,4,74.6,60.2,65.8,9.1,29.6,18.602999999999998,weekday
2017-04-05,5,68.0,49.5,54.6,12.7,29.8,12.529999999999998,weekday
2017-04-06,6,64.6,40.5,46.2,3.1,30.1,7.9559999999999995,weekend
2017-04-07,7,67.4,47.5,52.9,4.5,30.1,10.486999999999997,weekday
2017-04-08,8,69.4,53.6,60.1,9.3,29.9,10.773000000000001,weekday
2017-04-09,9,73.1,60.3,65.1,12.8,29.9,19.294,weekday
2017-04-10,10,74.3,67.3,78.8,12.1,29.9,16.727000000000004,weekday
2017-04-11,11,68.1,64.1,87.2,9.6,30.0,11.871000000000002,weekend
2017-04-12,12,68.5,64.0,86.0,6.3,30.0,9.716999999999999,weekday
2017-04-13,13,71.6,63.2,77.7,7.7,30.0,19.142000000000003,weekday
2017-04-14,14,71.0,62.4,76.3,8.4,30.0,14.469000000000001,weekday
2017-04-15,15,71.5,64.1,79.8,5.9,29.9,16.183,weekend
2017-04-16,16,75.7,66.9,75.5,8.6,29.9,23.712999999999997,weekend
2017-04-17,17,72.6,66.2,81.3,7.0,29.9,14.396,weekday
2017-04-18,18,70.5,65.8,85.7,8.3,29.9,14.930999999999996,weekday
2017-04-19,19,73.6,67.4,82.0,9.0,29.9,17.522,weekday
2017-04-20,20,76.2,67.5,75.9,8.1,29.9,22.567,weekday
2017-04-21,21,75.5,67.5,78.3,7.3,29.8,20.833000000000002,weekday
2017-04-22,22,71.1,62.3,74.5,10.8,29.8,23.753000000000004,weekend
2017-04-23,23,63.0,45.8,54.5,11.8,29.9,8.828999999999999,weekend
2017-04-24,24,67.3,50.0,58.0,4.1,29.8,9.422,weekday
2017-04-25,25,74.9,64.2,69.3,12.5,29.5,16.305,weekday
2017-04-26,26,79.5,66.3,65.2,12.8,29.4,23.155,weekday
2017-04-27,27,68.0,52.7,60.7,9.4,29.6,15.351999999999999,weekday
2017-04-28,28,81.4,71.6,72.8,15.8,29.5,27.573,weekday
2017-04-29,29,81.0,73.8,78.7,18.6,29.5,43.181000000000004,weekend
2017-04-30,30,65.8,48.0,55.4,10.2,29.8,12.64,weekend
2017-05-01,1,70.7,49.0,50.6,7.1,29.9,16.642000000000003,weekday
2017-05-02,2,74.1,59.1,62.6,10.4,29.8,41.019999999999996,weekend
2017-05-03,3,77.4,69.7,77.6,12.5,29.7,40.297999999999995,weekend
2017-05-04,4,66.5,44.4,47.9,15.5,29.9,9.709,weekday
2017-05-05,5,68.6,44.4,45.3,8.2,29.9,21.608,weekday
2017-05-06,6,70.8,49.0,50.7,3.9,29.9,23.461999999999996,weekday
2017-05-07,7,71.9,56.6,61.7,7.3,29.9,18.389000000000003,weekday
2017-05-08,8,72.6,60.3,67.0,10.1,29.9,18.188,weekend
2017-05-09,9,74.1,66.1,76.5,9.7,29.9,15.209000000000001,weekday
2017-05-10,10,75.8,67.0,74.7,11.0,29.9,18.148000000000003,weekday
2017-05-11,11,77.8,69.8,77.2,10.0,29.8,19.041,weekend
2017-05-12,12,76.4,64.2,69.0,8.9,29.7,21.893,weekday
2017-05-13,13,74.7,59.9,61.6,8.3,29.8,32.658,weekend
2017-05-14,14,75.1,63.0,67.8,5.4,29.8,25.182000000000002,weekend
2017-05-15,15,75.1,63.8,70.1,8.5,29.8,21.346999999999998,weekday
2017-05-16,16,77.8,64.8,65.8,14.8,29.8,23.285,weekday
2017-05-17,17,80.0,68.7,69.0,14.0,29.7,20.39,weekday
2017-05-18,18,81.9,71.1,70.8,15.5,29.7,26.111,weekday
2017-05-19,19,81.9,72.4,73.5,16.0,29.7,28.193,weekday
2017-05-20,20,82.3,72.8,73.9,8.3,29.8,44.704,weekend
2017-05-21,21,76.8,71.2,83.3,8.1,29.9,26.627,weekend
